,level_0,index,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки
14,213,517,3.87275320369537,1914.95204776061,-0.106883299527191,166.951801823843,23.3338502897369,206.465988593692,411.821057978378,75.7566034983352,2373.88034279401,291.963119813732,0,7.2544645375191,60.0941534164524
15,214,762,2.45008819155668,1915.06234238616,-0.291135790606292,82.1776290550825,20.73627595455,269.025500403513,86.6464950470928,66.8822194582642,1250.39280220501,202.762807145059,90,2.638171913501,53.7655675176537
16,215,711,1.32161600323457,1915.20163180436,0.769417678968253,108.137608398658,22.3912991400272,219.133791445515,494.872470830451,66.4823827565976,2431.77029971733,93.8221610715331,90,5.22620704197624,51.9154436616856
17,216,674,3.04339274207901,1915.61615294402,-0.804991578037476,78.3615306353049,25.5766301455989,278.4576859032,218.949095967905,74.6499372110254,2940.57644318117,226.994459579552,90,4.20179067231228,62.5120643123063
18,217,399,1.27327251867668,1915.64276726931,-0.81037051933426,93.2909765316919,16.7041079794096,212.833055681025,335.450013294216,71.8385519560845,2478.48476747467,149.807602374064,0,4.99665393210956,54.5137155368801
19,218,267,4.10962443738184,1916.22781124187,0.637464492529731,132.15677242089,23.9114580296506,273.775326844114,266.492473203292,71.956038198659,2060.98599186016,302.894197910294,0,2.09453179916761,61.3804563758443
20,219,750,3.25822748482178,1916.86783682727,1.64632906853316,50.2081306756713,19.5331725243812,290.565623239504,233.717030315893,72.289284100802,2856.16676067774,267.180825598831,90,8.31619189143819,64.1948866362518
21,220,419,2.21648795780367,1917.38608910525,1.93416589673107,111.596268476204,22.4304305214281,268.145375990541,130.611970648805,74.2203508127391,2082.820981663,251.244418731104,0,3.6318159824065,43.8308979660161
22,221,134,3.5408059474856,1917.65572784448,2.57017812537235,89.8782066368905,21.1103602989652,322.008954712805,246.470756403297,75.1486785450593,2569.26678094943,204.153010639737,0,11.3753589895885,51.2369080070019
23,222,655,0.389402605178414,1917.69988924051,-0.417373733294357,93.3465853530998,24.9660840786148,218.303387574164,325.199964859955,71.6934132906785,2453.29038740304,284.389048512404,90,8.16030622745708,58.0390176324453
24,223,618,3.27982456893747,1917.7709742839,-0.910546625009455,136.49612636369,20.4350012030507,271.303589675698,569.585247260791,64.0540605597917,1639.63557740066,220.688162058412,90,7.07313399156919,52.3995757565888
25,224,59,4.79471062727875,1917.78360071006,0.0752922340657157,91.6603001689428,22.6763903716021,317.473648157517,422.070243954587,69.0762520457978,2250.21111996466,321.145901909665,0,4.98508334944557,38.3073423208593
26,225,24,3.3055354218421,1917.90750636706,-0.792283357551469,105.786929571358,17.8740999097888,328.15457946162,526.692159405927,72.3457087941471,3059.03299121234,275.5758795221,90,5.0,70.0
27,226,646,3.70928797603044,1918.22807264469,-0.38293341346171,155.542452996524,21.1819484676566,329.949609228103,516.10046705397,71.4145352352466,2169.97022689383,194.222403092646,90,7.19065011209914,47.9849432518634
28,227,448,2.25445212233129,1918.50538751316,0.555063186735275,102.856973313539,21.7783247337358,304.152922836125,99.3725534656028,76.666929719014,2821.64361324968,189.650865923104,0,6.70806162112698,41.9844680738332
29,228,460,1.72130992319506,1918.53362112835,1.68170337104591,111.200954001737,24.2780979880905,267.762168223498,23.5039299462217,71.9084815492096,2591.47550189306,266.852204072875,0,2.70957704379724,32.7658549200085
30,229,488,5.45295943131032,1918.68891933143,0.838962671970795,119.048341018485,23.461800422718,275.341538414879,41.1294278538409,82.2375998591107,2066.55369198341,278.510336929606,0,1.28005723493344,50.3234631944358
31,230,355,2.37597725883589,1918.6981027824,-0.352736272816913,130.594071240806,21.5369460859364,276.46448259184,161.961969216564,72.4907825855297,2790.2994910708,257.147388511948,0,2.2156519282891,60.9219294958915
32,231,953,2.53195651642965,1919.05627600662,-1.02719691363884,58.2618736245758,19.8754425042786,286.139430280925,177.579904208385,78.9148967192665,2804.35877584481,216.774102458507,90,5.3174278360187,72.460194492003
33,232,929,3.17024384885659,1919.33390883957,0.414402650754695,107.850574176353,24.1527438619465,253.127720628538,162.952787637397,75.9663756306549,3094.44510231888,322.266100633715,90,9.24322467390558,63.6506915322676
34,233,949,4.64134828469989,1919.38733022273,0.363976249275029,123.763854944707,24.1549687599411,267.384532319697,584.631991841216,70.4041946009165,1942.75715121002,171.18073577221,90,4.99457310337518,66.3572687364437
35,234,18,1.59817351598173,1920.0,-0.859770080964751,111.86,22.2678571428571,284.615384615384,470.0,73.3333333333333,2455.55555555555,220.0,90,4.0,57.0
36,235,901,0.827015715774293,1920.05131263143,0.0410092332845751,106.790624965305,21.2037693802806,270.244342343663,260.479216141482,74.9954394776723,1646.22059241222,188.628412712455,90,6.23199220587143,59.23905249138
37,236,740,2.48886262979732,1920.08559426028,-0.636026888577718,126.053972902802,25.4039252797701,321.184936349113,335.939916989565,75.902152521194,2325.4649868723,215.511820527586,90,13.3710388506069,49.177519263809
38,237,400,2.2410904393733,1920.33778864546,1.39038226845932,78.2043361437255,22.8165560120513,296.431553049687,599.496721176893,69.8478311666407,3225.84783478573,205.078857537343,0,3.70943241724354,49.6032293930518
39,238,615,1.82875424455381,1920.56456646431,-1.09192992026631,103.509805857255,17.9985594306308,257.285561605244,37.6293511753472,80.4198624060801,2001.81101439788,155.950624447171,90,4.26440262307945,51.2194109528471
40,239,205,3.55165436157136,1920.694722298,0.369547557764121,146.451195696763,23.0419221579106,386.067991779505,623.508449739903,75.2309940140166,2465.02091630882,236.156967034214,0,7.49980187212946,36.0392096353575
41,240,627,3.07329695001195,1920.88188993096,0.130677469746762,130.163998058394,24.2351560473297,319.182157391663,239.535318966662,73.1518938017318,2697.69896835686,181.319235744807,90,3.85141994264866,53.5827614707469
42,241,91,3.83340522231327,1921.91763949269,1.82804331950057,126.919151502633,21.2453708727899,303.842913915158,49.9757613999169,70.6786915021356,3077.86939648801,208.929445658,0,11.8917707306285,49.3616832089576
43,242,809,2.42612999661366,1921.98787143954,1.47132046906676,116.38586094659,28.8489016191684,318.723953871392,682.406069133512,78.9606926507743,2483.72706319526,259.77734699536,90,10.0671231646161,56.0378864744362
44,243,768,3.30369411597396,1922.30948374275,-0.600511990608756,128.034897314088,27.1517068661021,322.926103128724,290.945533148139,75.1665958912594,2076.97426366166,187.035525280825,90,6.72634740387208,43.5333210811236
45,244,880,3.05235456178337,1922.44707775184,-1.82750951374796,47.2266530548257,21.0019222918212,294.906351287367,1058.85876978897,80.2396088698371,2685.95549070306,330.206809071784,90,9.835441363264,50.3250255982706
46,245,732,5.04572461837477,1922.80716735108,0.450968466726346,129.482667183859,18.7905878016018,311.688445139542,1081.75862956378,70.3565823353462,2477.34349928523,231.492658282264,90,10.5191216988139,53.8039581409343
47,246,970,3.82413108683128,1923.25513493034,0.0726585517082243,139.248220834772,25.6045585926705,246.85211212043,184.457314450607,68.5355988530003,2331.29916739059,295.850429908123,90,8.78474220019824,54.2275732372044
48,247,628,4.45597307104582,1923.50661835873,0.211866709685658,96.7660479156033,26.5214720618955,286.701064731226,690.360913341074,69.0457984104502,2793.4333434553,180.068188823332,90,8.79086312740002,70.6452002079192
49,248,457,1.60004579875798,1923.56622964913,0.418296592866695,80.4360149233603,20.8370874740004,249.560845916003,334.489581765056,70.6469216966847,2027.40608239526,166.111368392375,0,7.23667042767538,80.0293493042066
50,249,455,3.65643701078496,1923.64947100388,-0.546714825667128,109.219575192212,22.3970082931365,306.957574722614,452.025051334848,72.2165237632782,2596.39822139841,41.0482779512307,0,10.0814892147959,45.1679945059122
51,250,594,2.54747768595707,1923.7625946268,-0.432368447706672,130.656141925819,21.8458647664889,328.386304756797,611.326829460276,78.1492314517094,3495.23996888246,251.450925190292,90,6.37401990751989,56.3321026563849
52,251,161,1.03018850972023,1923.81197577145,-1.40813828985288,126.758012246381,27.0992028334946,278.709560694548,657.026471895359,73.1312675494486,2687.11134973822,126.716443030048,0,6.53544521861475,36.6820981262846
53,252,858,4.86431668416922,1924.1128274942,0.531584255868612,98.4446758416734,23.4184924388523,301.941400507734,132.354840973563,69.6126175918171,2152.12776273611,130.658215183603,90,7.25985357692397,62.7284658276528
54,253,771,3.05907060879342,1924.19810619726,1.1075826967186,97.1258546826699,21.1155609777362,286.302096609154,632.402514199334,73.1709267663511,3000.07800522968,197.786449738183,90,5.9344719226808,49.5803826674603
55,254,320,1.48335166129973,1924.20520862322,1.47866167866925,96.5633685789939,19.8032006029233,276.318476443494,677.951093508448,76.1759516551207,2362.41879410083,220.624186339419,0,5.04180934819962,63.7948374173645
56,255,86,2.14361668143806,1924.8648321671,0.658492616178522,116.753626353082,21.9788140951841,334.333067090101,679.950216839347,67.0265082250484,2133.59114678859,111.056522728756,0,10.9917030810129,38.1153985581651
57,256,491,1.87438925546708,1925.33638218633,1.03482972135115,97.1422892886508,21.6312856694115,333.364063624074,702.726766044346,76.1026337350388,2749.47248229873,239.843941086797,0,2.86046601658534,89.8766155103646
58,257,125,3.40176085325364,1925.46368752069,-0.491479437312869,132.388360097445,23.373700903325,282.14532866972,601.842006750524,72.6223758775023,2014.63578793665,176.308067680269,0,8.96487681667237,66.7197419980419
59,258,745,1.97150088406961,1925.62008460162,0.0827329269030135,93.2294978169581,23.5664384476865,274.750927966543,387.858319147703,74.6406556182483,1695.44187694212,204.325564021926,90,8.55312502297265,58.7217404571378
60,259,285,4.03317479744623,1926.38313605756,-1.82557840229651,114.452292607231,23.4589717826775,276.251734961151,322.060406129701,69.7290946541348,2011.57456713346,188.758362017826,0,7.71573258799273,59.3365797109132
61,260,851,3.30286941189288,1926.49673145409,-0.124108106484319,121.662803866473,20.5768978655614,315.027783888453,664.306905467259,73.9461076390609,3313.82191539197,186.528622013447,90,9.07634203553005,59.9399444690916
62,261,260,2.41869050647206,1926.53092310298,0.98167873267384,98.4067942455131,24.9020759028633,271.126312461753,87.6850850548642,77.7488549014407,1874.10500860779,241.148854308972,0,4.80399530042969,79.9319638359735
63,262,450,2.4086261361207,1926.56376082785,-0.30899086744175,53.7533382847493,18.3993054672933,275.890335195417,263.449279811205,77.6620349712064,1973.73489701047,304.246114790581,0,5.98835682343351,24.8605113249583
64,263,212,2.36749513759979,1926.59650257714,0.584075960674178,86.7776522795702,24.8101878570824,272.239212540433,267.140817459791,74.8686842161815,2883.63649664983,271.913715585776,0,6.37817779153922,46.0768937816108
65,264,826,3.65557389993471,1926.73633086224,-0.730780513534833,123.15980357237,20.1739820505022,285.137385347081,826.664274385662,75.6916918771116,2686.60127870777,130.780070713764,90,7.77383926330114,65.7506795819339
66,265,935,2.26318583612514,1927.06758127431,1.36744986327713,82.4520228378438,24.3913309495672,256.273022672692,294.814619209147,77.9952892026458,2758.41476729467,241.620617395031,90,5.24396953399634,59.0115137590917
67,266,775,2.64395785933295,1927.7588046777,0.174859923837478,150.358604524574,26.1107313028722,271.489290048564,354.68189253135,70.5944613545512,2462.70968319224,224.099800096223,90,2.04277179329127,64.5174574283091
68,267,195,2.14209677050205,1927.76788629806,-0.206797265468406,91.4306086112507,22.8307969744599,343.958148103623,225.523884469104,65.7938449666054,3342.8020587579,305.705805247167,0,11.8321915257137,71.8187845577488
69,268,930,3.35568979253251,1928.20119758247,-1.00901761311685,73.281328589829,22.1780286939322,224.363231176728,281.827992847594,68.6732732096988,1510.38783252009,168.070776577163,90,6.17586828126054,57.6272194730099
70,269,551,1.6150045845233,1928.27756817877,-0.184734507267163,130.451324038243,23.2232284500391,282.382221483445,927.767306625972,72.9503790861862,1564.39425643098,320.79469371017,90,7.4542819614279,54.9316195399606
71,270,427,2.3926427371869,1928.29261774465,-1.39054127813925,97.5832610317567,17.8725871829012,288.044440777829,71.0201098342647,75.9348067424616,2708.62901184142,314.309798792557,0,1.25454575282332,63.1041273608927
72,271,401,3.03769653238254,1928.47142001276,1.3060773422833,82.892371068426,20.6780699718499,317.269938187029,200.984977494294,71.2950435617078,1929.64682049851,300.74949337712,0,6.37079777894316,52.4223625378535
73,272,497,1.73814668499059,1928.77070111147,2.28870536178488,92.4676665312472,23.3973181464633,350.968904145796,911.205329222761,72.7582919597748,2395.10359981613,250.427195684795,0,10.5119410050207,53.2364862890984
74,273,75,2.89683591198512,1929.52018533042,-1.06934064232011,147.304327145391,22.5293840478616,306.854196901891,207.521157348898,69.0941856872217,1869.98008853837,138.967712213374,0,7.98414562731789,51.0588681799301
75,274,314,2.22333735369151,1929.58469566219,-0.895549813900561,123.687383935654,20.5200412782191,292.678638482627,469.436557171599,71.0907746550717,1908.20375934648,216.479289975495,0,9.51173727272251,58.1963013757212
76,275,187,2.34818546132179,1929.67718039741,-0.961139359267399,104.737519091781,23.6453526259959,305.799316079959,554.507496012948,76.4362183289888,3238.21820578139,273.174369532272,0,9.99295090667454,92.9634919477473
77,276,68,2.53886870194548,1929.67753077483,1.22297170813097,161.557740686131,22.7251942440169,303.53008959714,894.354923411658,75.3210982301261,1934.31603288287,131.922189046358,0,4.5459247020502,63.3257037998115
78,277,6,3.55701754385964,1930.0,0.451430983646879,129.0,21.25,300.0,380.0,75.0,1800.0,120.0,0,7.0,57.0
79,278,798,0.596782895663544,1930.38917238334,0.151030445917186,64.8125805922343,20.74929253344,264.844168839452,589.344540626977,78.5986626067023,2051.95832014446,307.36363924444,90,11.0463666453472,68.1124387659919
80,279,737,2.9061565696734,1930.3896058506,0.305656759723883,91.9958802881725,21.3837146387834,304.671154721975,855.00239367772,76.6924881939169,1978.77696978205,326.086733977222,90,3.16341850734658,49.4682920808852
81,280,814,4.67282291705565,1930.56953722466,0.944071497134461,108.693314762328,26.7986072804145,273.0179025579,403.726620317748,72.4928337095975,2649.36044916971,265.270503922288,90,9.34277322195721,72.2452420551736
82,281,157,2.36568253187778,1930.95698101364,-0.248330361621226,97.9760139408888,22.1404775974132,294.865630944508,750.423810391878,69.5823142158565,2326.61618627339,154.710334623347,0,4.2473905784927,28.757218897991
83,282,432,4.77007291184621,1931.13145663864,-0.67598212027052,101.364383002601,21.5383281746938,301.310480429792,168.376964289212,70.9105125187256,2357.73961979931,198.668197014969,0,14.0332153037961,52.0042786212048
84,283,989,2.31039410911609,1931.14688744238,-0.562977323634797,96.7497818638097,22.1464870630318,214.827727131711,56.2427614818915,78.1436092444808,1939.30755043479,87.2701393388665,90,7.68334559594535,62.7850209672596
85,284,505,2.89547657779749,1931.33752846166,-0.430859256032879,138.954507663971,23.9142381222386,237.613813620407,354.395697232591,71.2526283372323,2178.67461683493,220.373525491507,0,12.4328766055043,63.2297792529609
86,285,803,3.68803694251934,1931.37817551887,-0.757899656343469,159.62912967926,20.3315338868225,281.534696283866,425.715664156959,69.0925193738508,3064.37516084972,292.737251514859,90,7.76367437977347,48.8656210033252
87,286,95,3.95283414387118,1931.68789384737,-1.18573937375056,108.403571029378,22.9516902903046,208.041941374425,97.5453577326958,71.807954850299,3725.19076007351,134.392554538255,0,4.40224759267304,48.9590839234744
88,287,764,0.547391007365624,1931.73983165793,-1.86358766776727,121.151346373542,22.6675217980769,277.948291803163,609.004376615568,76.0722522033138,2486.6980934684,262.937030997979,90,6.55516991550101,60.3223649022127
89,288,359,3.60713777364837,1931.7638581364,-0.265934347715508,103.133200879666,24.4763964004883,276.45035231928,810.697828976228,69.6222241524193,1950.16506493458,202.786360867199,0,8.66455207426667,27.0193744351911
90,289,310,3.30766348564503,1931.8819115493,1.12337408140347,62.6209237915913,25.3340821305218,294.211395595683,362.407115407814,76.4937677824552,2787.38649178238,136.548331697336,0,5.99118763414573,48.6359689714902
91,290,973,2.68378418098655,1931.97747759523,0.204109824596627,100.729283929215,22.5616811586767,275.375286560078,765.460065395288,77.0438979468145,3520.74185733798,137.055663106697,90,5.65252453668273,53.6227459944372
92,291,506,2.75239763908724,1932.04609232061,-2.20636163549495,122.388880629277,18.5188320956444,327.516556824057,384.207155178403,70.916879218537,3636.8929917828,89.8255680633533,0,5.54543866688101,54.6042507055812
93,292,103,4.17806694549161,1932.75504828165,-0.0488745248943058,108.045473084526,19.4753971233738,227.655940286531,82.217044939652,78.1433073975036,3307.24444961166,202.928474272059,0,6.70752255277215,49.2428305202786
94,293,598,2.2682672017141,1933.19272691481,-0.0461236376897033,97.203717930052,19.965831162805,352.390283201652,606.101276090632,75.4988638795789,2470.97907463489,194.177082761652,90,4.3979853681324,57.2073778308756
95,294,420,2.84725921692082,1934.26362128652,-0.345628685235782,82.7029380195588,24.2514861773747,300.768840948371,541.150915513169,72.5201085451393,2774.43261410594,350.360852647674,0,6.25100498907617,60.43223442106
96,295,171,2.36519348230335,1934.30940294685,-0.484434140774672,97.4905035235488,26.8204423388454,229.940794001709,74.5383866022734,75.3102872467453,2796.45834469719,224.773830095524,0,9.34943514259177,37.2881525202528
97,296,390,0.551508498220943,1934.55567019762,-0.815500679120752,119.503474295132,23.0951872039512,332.123415270693,396.847567821517,73.7976177273383,2687.99591901099,166.087941701251,0,8.7498522169719,47.1763453691266
98,297,262,2.1920992640938,1935.16241251827,0.838965239852912,95.5687482859796,26.2926635542369,302.224870209302,337.500700312568,71.7610628017926,1071.12375147656,210.66119457607,0,12.2785795371827,53.7149425980341
99,298,878,3.39571472802574,1935.18990194655,-1.16138226404051,79.6531911746352,23.069705181167,251.923557349587,451.313045145849,70.7905025294924,1633.42746620233,246.086217813321,90,4.72177023682637,56.0839067824464
100,299,687,2.92100186826744,1935.7909604187,0.870970679446284,114.251685962387,20.9197418120424,258.760946317739,358.87870164219,81.4171259444738,1576.89130852187,152.083651770835,90,8.02907382619267,59.2986844016743
101,300,552,3.56076012316652,1935.83276187634,2.18750450613817,104.531154772559,23.2583658877432,319.567735467693,640.730223453165,75.4039181228279,2208.51588471351,171.223083694343,90,5.93593363991284,62.3263053667451
102,301,666,4.59411928374469,1935.85149147295,-0.342037150280875,125.843578885639,20.919002383792,274.22567862359,505.856487702511,74.0263985450887,3130.33364170614,326.70357457213,90,4.44679508599381,56.2607003250068
103,302,529,2.40757078739447,1936.1092483557,0.204375227002593,122.749080229218,23.5647829062408,248.132367449544,930.695170216577,71.9301438734251,2159.55414189077,138.219874421239,90,6.02451955176776,49.6312227230499
104,303,172,2.7105308303834,1936.43879876002,-0.805343220485865,122.599222755332,24.3657473293529,315.858996267389,588.6018053274,79.3367599291455,1960.882953483,268.67103286047,0,4.62656059783361,52.4175928433183
105,304,971,3.10691362072855,1936.79010869385,-0.657617993857203,112.08709498724,18.9087702604981,246.180561774843,409.909361018609,73.5431284824281,2198.53681493761,254.15415427789,90,6.75656454555798,60.0640186245533
106,305,620,4.23795957493243,1936.87710588823,1.91655658653854,115.390950629734,24.3506035926573,293.844799010093,341.071009544182,77.7622053476901,2854.91399232354,239.208597158839,90,11.4204399486668,52.6042642498265
107,306,410,2.93054316511308,1937.09950382763,-0.345959031774758,113.364497801302,19.673847863189,262.811603950231,856.001451843874,71.4071477731082,2722.30123114058,130.31886610966,0,8.75787743084323,54.0764322341182
108,307,358,3.04868086639885,1937.5822534667,-0.688385202737907,111.068471455716,22.5744656669934,343.767621526051,974.644539708546,69.4715169091132,2180.47402916907,163.70476221008,0,6.51132887952527,54.0687515678652
109,308,219,3.51568048650788,1937.65816864976,-1.14100710055522,89.3161382557187,23.0855151173992,246.305282548724,128.695518556673,65.9799904969735,2723.85570372487,247.964747870908,0,5.17772783717953,47.3577015169692
110,309,691,1.57159872231557,1937.86514951183,-0.617315021275623,125.981637031771,23.1375412270447,294.887244883753,569.16805844269,71.7380337400503,2489.10204780639,179.125996828538,90,9.84516813523911,57.4439547842589
111,310,772,3.37748875752031,1938.1873280028,0.909519821670002,73.5161617462415,27.6337424773947,300.816716535508,673.99555989788,70.2876479347479,3325.80413601582,234.590013619283,90,4.39725385721493,42.6735349744305
112,311,179,2.15205471213984,1938.2821436895,0.986285170164391,148.104233398666,19.0933916704634,234.856712768387,865.6290360927,72.2994617049154,3848.43673187618,143.123640269167,0,5.78316501838017,36.9110507430262
113,312,389,2.55006271085172,1938.2880778351,0.617702159449528,100.61043758747,17.6240252504259,312.425315513549,857.491741570342,77.6536227151586,1946.7099306914,239.884043281247,0,8.35636866138746,64.5225945367207
114,313,202,4.70665351536852,1938.94972953756,0.830478262990921,35.6209043592388,24.8296760385864,328.864659390726,379.246075217032,74.4458963647762,3063.02522541204,164.547578001824,0,3.90622454768719,50.7417253112965
115,314,131,3.09745072225443,1938.96287787084,-1.12017710623885,173.254326216121,23.2765695401357,253.481768227446,254.108881882811,74.0749101058675,1847.81039754473,323.876590840476,0,5.35631243008532,40.2344766415817
116,315,635,2.62753724143829,1939.02723814683,2.03805289435524,130.982429294036,22.6611368688919,254.306265341002,74.8936120229794,71.0018076406345,3204.32497126987,203.220093040936,90,8.98413042911284,62.2847422050061
117,316,139,2.70063924746068,1939.30689136578,0.657262140005818,100.210884254774,17.2185695823429,279.944161100513,360.510708714341,75.1474865444085,2086.33197374258,239.4723747007,0,8.42541123898241,40.7336474811037
118,317,939,2.97830725259159,1939.35000951994,0.187608041562424,47.2334155750731,19.9487414458313,385.697799177413,862.813875765934,76.5860497112942,3167.77971143552,303.456986289371,90,7.27930100596024,43.1039893042271
119,318,484,1.81078803398013,1939.88813933719,0.39717998727613,136.163669547824,21.3890956205825,273.631767873156,443.959193492548,80.1477031772274,2341.43268224727,242.57770920892,0,8.14547577305539,73.2730821554479
120,319,472,4.38838240451071,1940.08697160775,0.127048357037624,102.062367765268,24.1438414997803,287.281300253178,504.031526117328,76.206851695059,2235.57004882521,267.567175055367,0,6.51656922492881,37.7628969354659
121,320,822,5.12036847803355,1940.42116324951,-0.981822113755745,91.6690422922063,19.045798879418,308.317099976225,414.952077548289,68.1413139270848,2149.97468747642,200.619362348908,90,3.61577926993478,48.5859360355642
122,321,47,4.18212858438216,1940.73923718186,-1.18683828384634,111.969772877024,18.8002833612162,304.190488336488,229.928336911591,72.7694732165961,2097.66945238521,226.422645257059,0,7.2579618310852,50.2198355345044
123,322,781,3.14963795434901,1940.8756164556,0.222819225236365,108.267127587619,23.6555771932398,270.778521072778,799.826151276751,71.7021954563054,2683.71834814786,138.241716759865,90,7.62892325046654,52.4882653149483
124,323,871,1.2419028503907,1941.71935405087,1.08798730380658,120.842759873006,15.8816675122159,354.394546898239,280.473006021674,70.4933337551277,2599.82038357758,171.944134762421,90,7.14528384146464,43.4265282695586
125,324,133,1.96388234987812,1941.75569538602,0.714892370709631,97.0682953950219,19.7478221778379,242.523325163283,379.679870306163,71.3682118686789,2437.94331700001,190.126236811779,0,4.64595799788816,74.8989540869244
126,325,21,2.49991792788794,1942.59577668332,0.489343610635189,146.252207766867,23.0817574798037,351.231873967312,864.725483802792,76.1780750811993,3705.67252336168,226.222760364565,90,5.0,47.0
127,326,852,1.7269061723003,1942.94999783266,0.0689295640708642,118.050764208862,19.3716139571349,318.662923823901,288.130197219497,72.5016106904068,2323.0330821608,211.868724271219,90,7.08301280950471,68.4036598501724
128,327,294,3.22375408301276,1943.34456584143,1.27986765965986,88.7301030138011,25.2758516157119,338.595450643775,388.991416011631,76.4391655391635,3056.99328916593,105.204624180589,0,2.98110577797424,49.5164391115865
129,328,704,4.34336531529254,1943.55628903832,0.804746016256452,80.4616113687033,22.1141211604612,211.406287276948,649.452640336212,71.3359821810098,3524.43610734634,201.913331760253,90,6.08696540491524,80.0316194978143
130,329,560,3.85619938666169,1943.58151509186,-1.12545601775386,135.136487355985,20.1657384839464,329.662061046254,588.809291863093,71.8664882883699,2536.10875513825,285.048536966765,90,5.1557586659119,63.9941439318553
131,330,723,2.19846053120293,1943.63426665908,0.0836754124245291,101.372477223953,24.0912974325542,283.923845299446,560.594871497852,77.9947963647264,2195.01189014391,219.249717622882,90,5.79858667035299,62.9349568036608
132,331,150,2.82959398611842,1944.09693228162,1.13540443580961,124.874276015098,22.1329717266983,349.371088857791,873.530725473015,71.5682039478112,1687.63128066623,179.211987045508,0,12.045283804877,62.2056352193182
133,332,542,4.60238997203222,1944.16691877081,0.386234199802003,75.6703223667742,17.4411574191053,266.145879799303,321.828169502672,72.5883791556874,2498.89480339882,237.831421613796,90,5.7093216225793,50.55621574896
134,333,919,5.21044243868871,1944.23716683988,1.59720715129308,149.950552888915,23.5701514650762,306.825522766674,638.506516966384,72.7975700416579,2210.02790771323,231.754649709776,90,1.52522998690178,77.9094147191471
135,334,112,4.1366909764279,1944.51836529476,-0.455063623352624,102.349134804869,19.5805468956807,247.744983223707,371.247656175137,80.0753632444654,2588.98128154747,346.276191094327,0,7.19053834780499,92.0421393826707
